id,generation,name,type_1,type_2,rarity,stage,shape,color,total_stats,height,weight
823,8,corviknight,flying,steel,regular,s3c3,wings,purple,495,2.2,75.0
824,8,blipbug,bug,,regular,s1c3,armor,blue,180,0.4,8.0
825,8,dottler,bug,psychic,regular,s2c3,armor,yellow,335,0.4,19.5
826,8,orbeetle,bug,psychic,regular,s3c3,wings,red,505,0.4,40.8
827,8,nickit,dark,,regular,s1c2,quadruped,brown,245,0.6,8.9
828,8,thievul,dark,,regular,s2c2,quadruped,brown,455,1.2,19.9
829,8,gossifleur,grass,,regular,s1c2,blob,green,250,0.4,2.2
830,8,eldegoss,grass,,regular,s2c2,blob,green,460,0.5,2.5
831,8,wooloo,normal,,regular,s1c2,quadruped,white,270,0.6,6.0
832,8,dubwool,normal,,regular,s2c2,quadruped,white,490,1.3,43.0
833,8,chewtle,water,,regular,s1c2,quadruped,green,284,0.3,8.5
834,8,drednaw,water,rock,regular,s2c2,quadruped,green,485,1.0,115.5
835,8,yamper,electric,,regular,s1c2,quadruped,yellow,270,0.3,13.5
836,8,boltund,electric,,regular,s2c2,quadruped,yellow,490,1.0,34.0
837,8,rolycoly,rock,,regular,s1c3,ball,black,240,0.3,12.0
838,8,carkol,rock,fire,regular,s2c3,legs,black,410,1.1,78.0
839,8,coalossal,rock,fire,regular,s3c3,humanoid,black,510,2.8,310.5
840,8,applin,grass,dragon,regular,s1c3,squiggle,green,260,0.2,0.5
841,8,flapple,grass,dragon,regular,s2c3,wings,green,485,0.3,1.0
842,8,appletun,grass,dragon,regular,s2c3,quadruped,green,485,0.4,13.0
843,8,silicobra,ground,,regular,s1c2,squiggle,green,315,2.2,7.6
844,8,sandaconda,ground,,regular,s2c2,squiggle,green,510,3.8,65.5
845,8,cramorant,flying,water,regular,single,wings,blue,475,0.8,18.0
846,8,arrokuda,water,,regular,s1c2,fish,brown,280,0.5,1.0
847,8,barraskewda,water,,regular,s2c2,fish,brown,490,1.3,30.0
848,8,toxel,electric,poison,regular,s1c2,upright,purple,242,0.4,11.0
849,8,toxtricity,electric,poison,regular,s2c2,upright,purple,502,1.6,40.0
850,8,sizzlipede,fire,bug,regular,s1c2,tentacles,red,305,0.7,1.0
851,8,centiskorch,fire,bug,regular,s2c2,tentacles,red,525,3.0,120.0
852,8,clobbopus,fighting,,regular,s1c2,tentacles,brown,310,0.6,4.0
853,8,grapploct,fighting,,regular,s2c2,tentacles,blue,480,1.6,39.0
854,8,sinistea,ghost,,regular,s1c2,ball,purple,308,0.1,0.2
855,8,polteageist,ghost,,regular,s2c2,ball,purple,508,0.2,0.4
856,8,hatenna,psychic,,regular,s1c3,legs,pink,265,0.4,3.4
857,8,hattrem,psychic,,regular,s2c3,humanoid,pink,370,0.6,4.8
858,8,hatterene,psychic,fairy,regular,s3c3,blob,pink,510,2.1,5.1
859,8,impidimp,dark,fairy,regular,s1c3,humanoid,pink,265,0.4,5.5
860,8,morgrem,dark,fairy,regular,s2c3,humanoid,pink,370,0.8,12.5
861,8,grimmsnarl,dark,fairy,regular,s3c3,humanoid,purple,510,1.5,61.0
862,8,obstagoon,dark,normal,regular,s3c3,upright,gray,520,1.6,46.0
863,8,perrserker,steel,,regular,s2c2,upright,brown,440,0.8,28.0
864,8,cursola,ghost,,regular,s2c2,arms,white,510,1.0,0.4
865,8,sirfetchd,fighting,,regular,s2c2,wings,white,507,0.8,117.0
866,8,mr_rime,ice,psychic,regular,s2c2,humanoid,purple,520,1.5,58.2
867,8,runerigus,ground,ghost,regular,s2c2,blob,gray,483,1.6,66.6
868,8,milcery,fairy,,regular,s1c2,ball,white,270,0.2,0.3
869,8,alcremie,fairy,,regular,s2c2,blob,white,495,0.3,0.5
870,8,falinks,fighting,,regular,single,heads,yellow,470,3.0,62.0
871,8,pincurchin,electric,,regular,single,tentacles,purple,435,0.3,1.0
872,8,snom,ice,bug,regular,s1c2,squiggle,white,185,0.3,3.8
873,8,frosmoth,ice,bug,regular,s2c2,bug-wings,white,475,1.3,42.0
874,8,stonjourner,rock,,regular,single,legs,gray,470,2.5,520.0
875,8,eiscue,ice,,regular,single,upright,blue,470,1.4,89.0
876,8,indeedee,psychic,normal,regular,single,upright,purple,475,0.9,28.0
877,8,morpeko,electric,dark,regular,single,humanoid,yellow,436,0.3,3.0
878,8,cufant,steel,,regular,s1c2,quadruped,yellow,330,1.2,100.0
879,8,copperajah,steel,,regular,s2c2,quadruped,green,500,3.0,650.0
880,8,dracozolt,electric,dragon,regular,single,upright,green,505,1.8,190.0
881,8,arctozolt,electric,ice,regular,single,upright,blue,505,2.3,150.0
882,8,dracovish,water,dragon,regular,single,legs,green,505,2.3,215.0
883,8,arctovish,water,ice,regular,single,fish,blue,505,2.0,175.0
884,8,duraludon,steel,dragon,regular,s1c2,upright,white,535,1.8,40.0
885,8,dreepy,dragon,ghost,regular,s1c3,squiggle,green,270,0.5,2.0
886,8,drakloak,dragon,ghost,regular,s2c3,arms,green,410,1.4,11.0
887,8,dragapult,dragon,ghost,regular,s3c3,upright,green,600,3.0,50.0
888,8,zacian,fairy,,legendary,single,quadruped,blue,660,2.8,110.0
889,8,zamazenta,fighting,,legendary,single,quadruped,red,660,2.9,210.0
890,8,eternatus,poison,dragon,legendary,single,wings,purple,690,20.0,950.0
891,8,kubfu,fighting,,legendary,s1c2,upright,gray,385,0.6,12.0
892,8,urshifu,fighting,dark,legendary,s2c2,humanoid,gray,550,1.9,105.0
893,8,zarude,dark,grass,legendary,single,upright,green,600,1.8,70.0
894,8,regieleki,electric,,legendary,single,humanoid,yellow,580,1.2,145.0
895,8,regidrago,dragon,,legendary,single,humanoid,green,580,2.1,200.0
896,8,glastrier,ice,,legendary,single,quadruped,white,580,2.2,800.0
897,8,spectrier,ghost,,legendary,single,quadruped,black,580,2.0,44.5
898,8,calyrex,psychic,grass,legendary,single,humanoid,green,500,1.1,7.7
899,8,wyrdeer,normal,psychic,regular,s2c2,quadruped,gray,525,1.8,95.1
900,8,kleavor,bug,rock,regular,s2c2,bug-wings,brown,500,1.8,89.0
901,8,ursaluna,ground,normal,regular,s3c3,quadruped,brown,550,2.4,290.0
902,8,basculegion,water,ghost,regular,s2c2,fish,green,530,3.0,110.0
903,8,sneasler,fighting,poison,regular,s2c2,upright,gray,510,1.3,43.0
904,8,overqwil,dark,poison,regular,s2c2,fish,black,510,2.5,60.5
905,8,enamorus,fairy,flying,legendary,single,arms,pink,580,1.6,48.0
906,9,sprigatito,grass,,regular,s1c3,quadruped,green,310,0.4,4.1
907,9,floragato,grass,,regular,s2c3,upright,green,410,0.9,12.2
908,9,meowscarada,grass,dark,regular,s3c3,upright,green,530,1.5,31.2
909,9,fuecoco,fire,,regular,s1c3,upright,red,310,0.4,9.8
910,9,crocalor,fire,,regular,s2c3,upright,red,411,1.0,30.7
911,9,skeledirge,fire,ghost,regular,s3c3,quadruped,red,530,1.6,326.5
912,9,quaxly,water,,regular,s1c3,upright,white,310,0.5,6.1
913,9,quaxwell,water,,regular,s2c3,upright,blue,410,1.2,21.5
914,9,quaquaval,water,fighting,regular,s3c3,upright,blue,530,1.8,61.9
915,9,lechonk,normal,,regular,s1c2,quadruped,gray,254,0.5,10.2
916,9,oinkologne,normal,,regular,s2c2,quadruped,gray,489,1.0,120.0
917,9,tarountula,bug,,regular,s1c2,armor,white,210,0.3,4.0
918,9,spidops,bug,,regular,s2c2,armor,green,404,1.0,16.5
919,9,nymble,bug,,regular,s1c2,armor,gray,210,0.2,1.0
920,9,lokix,bug,dark,regular,s2c2,humanoid,gray,450,1.0,17.5
921,9,pawmi,electric,,regular,s1c3,quadruped,yellow,240,0.3,2.5
922,9,pawmo,electric,fighting,regular,s2c3,upright,yellow,350,0.4,6.5
923,9,pawmot,electric,fighting,regular,s3c3,upright,yellow,490,0.9,41.0
924,9,tandemaus,normal,,regular,s1c2,heads,white,305,0.3,1.8
925,9,maushold,normal,,regular,s2c2,heads,white,470,0.3,2.3
926,9,fidough,fairy,,regular,s1c2,quadruped,yellow,312,0.3,10.9
927,9,dachsbun,fairy,,regular,s2c2,quadruped,brown,477,0.5,14.9
928,9,smoliv,grass,normal,regular,s1c3,legs,green,260,0.3,6.5
929,9,dolliv,grass,normal,regular,s2c3,humanoid,green,354,0.6,11.9
930,9,arboliva,grass,normal,regular,s3c3,humanoid,green,510,1.4,48.2
931,9,squawkabilly,normal,flying,regular,single,wings,green,417,0.6,2.4
932,9,nacli,rock,,regular,s1c3,ball,brown,280,0.4,16.0
933,9,naclstack,rock,,regular,s2c3,quadruped,brown,355,0.6,105.0
934,9,garganacl,rock,,regular,s3c3,humanoid,brown,500,2.3,240.0
935,9,charcadet,fire,,regular,s1c2,humanoid,red,255,0.6,10.5
936,9,armarouge,fire,psychic,regular,s2c2,humanoid,red,525,1.5,85.0
937,9,ceruledge,fire,ghost,regular,s2c2,humanoid,blue,525,1.6,62.0
938,9,tadbulb,electric,,regular,s1c2,ball,yellow,272,0.3,0.4
939,9,bellibolt,electric,,regular,s2c2,humanoid,green,495,1.2,113.0
940,9,wattrel,electric,flying,regular,s1c2,wings,black,280,0.4,3.6
941,9,kilowattrel,electric,flying,regular,s2c2,wings,yellow,490,1.4,38.6
942,9,maschiff,dark,,regular,s1c2,quadruped,brown,340,0.5,16.0
943,9,mabosstiff,dark,,regular,s2c2,quadruped,gray,505,1.1,61.0
944,9,shroodle,poison,normal,regular,s1c2,quadruped,gray,290,0.2,0.7
945,9,grafaiai,poison,normal,regular,s2c2,upright,gray,485,0.7,27.2
946,9,bramblin,grass,ghost,regular,s1c2,ball,brown,275,0.6,0.6
947,9,brambleghast,grass,ghost,regular,s2c2,ball,brown,480,1.2,6.0
948,9,toedscool,ground,grass,regular,s1c2,legs,yellow,335,0.9,33.0
949,9,toedscruel,ground,grass,regular,s2c2,tentacles,black,515,1.9,58.0
950,9,klawf,rock,,regular,single,armor,red,450,1.3,79.0
951,9,capsakid,grass,,regular,s1c2,upright,green,304,0.3,3.0
952,9,scovillain,grass,fire,regular,s2c2,upright,green,486,0.9,15.0
953,9,rellor,bug,,regular,s1c2,armor,brown,270,0.2,1.0
954,9,rabsca,bug,psychic,regular,s2c2,armor,green,470,0.3,3.5
955,9,flittle,psychic,,regular,s1c2,legs,yellow,255,0.2,1.5
956,9,espathra,psychic,,regular,s2c2,upright,yellow,481,1.9,90.0
957,9,tinkatink,fairy,steel,regular,s1c3,humanoid,pink,297,0.4,8.9
958,9,tinkatuff,fairy,steel,regular,s2c3,humanoid,pink,380,0.7,59.1
959,9,tinkaton,fairy,steel,regular,s3c3,humanoid,pink,506,0.7,112.8
960,9,wiglett,water,,regular,s1c2,blob,white,245,1.2,1.8
961,9,wugtrio,water,,regular,s2c2,blob,red,425,1.2,5.4
962,9,bombirdier,flying,dark,regular,single,wings,white,485,1.5,42.9
963,9,finizen,water,,regular,s1c2,fish,blue,315,1.3,60.2
964,9,palafin,water,,regular,s2c2,fish,blue,457,1.3,60.2
965,9,varoom,steel,poison,regular,s1c2,legs,gray,300,1.0,35.0
966,9,revavroom,steel,poison,regular,s2c2,legs,gray,500,1.8,120.0
967,9,cyclizar,dragon,normal,regular,single,quadruped,green,501,1.6,63.0
968,9,orthworm,steel,,regular,single,squiggle,pink,480,2.5,310.0
969,9,glimmet,rock,poison,regular,s1c2,ball,blue,350,0.7,8.0
970,9,glimmora,rock,poison,regular,s2c2,ball,blue,525,1.5,45.0
971,9,greavard,ghost,,regular,s1c2,quadruped,white,290,0.6,35.0
972,9,houndstone,ghost,,regular,s2c2,quadruped,white,488,2.0,15.0
973,9,flamigo,flying,fighting,regular,single,wings,pink,500,1.6,37.0
974,9,cetoddle,ice,,regular,s1c2,upright,white,334,1.2,45.0
975,9,cetitan,ice,,regular,s2c2,upright,white,521,4.5,700.0
976,9,veluza,water,psychic,regular,single,fish,gray,478,2.5,90.0
977,9,dondozo,water,,regular,single,fish,blue,530,12.0,220.0
978,9,tatsugiri,dragon,water,regular,single,fish,pink,475,0.3,8.0
979,9,annihilape,fighting,ghost,regular,s3c3,humanoid,gray,535,1.2,56.0
980,9,clodsire,poison,ground,regular,s2c2,quadruped,brown,430,1.8,223.0
981,9,farigiraf,normal,psychic,regular,s2c2,quadruped,brown,520,3.2,160.0
982,9,dudunsparce,normal,,regular,s2c2,squiggle,yellow,520,3.6,39.2
983,9,kingambit,dark,steel,regular,s3c3,humanoid,black,550,2.0,120.0
984,9,great_tusk,ground,fighting,regular,single,quadruped,purple,570,2.2,320.0
985,9,scream_tail,fairy,psychic,regular,single,upright,pink,570,1.2,8.0
986,9,brute_bonnet,grass,dark,regular,single,quadruped,gray,570,1.2,21.0
987,9,flutter_mane,ghost,fairy,regular,single,wings,gray,570,1.4,4.0
988,9,slither_wing,bug,fighting,regular,single,quadruped,red,570,3.2,92.0
989,9,sandy_shocks,electric,ground,regular,single,quadruped,gray,570,2.3,60.0
990,9,iron_treads,ground,steel,regular,single,quadruped,gray,570,0.9,240.0
991,9,iron_bundle,ice,water,regular,single,upright,red,570,0.6,11.0
992,9,iron_hands,fighting,electric,regular,single,humanoid,gray,570,1.8,380.7
993,9,iron_jugulis,dark,flying,regular,single,upright,blue,570,1.3,111.0
994,9,iron_moth,fire,poison,regular,single,bug-wings,yellow,570,1.2,36.0
995,9,iron_thorns,rock,electric,regular,single,upright,green,570,1.6,303.0
996,9,frigibax,dragon,ice,regular,s1c3,upright,gray,320,0.5,17.0
997,9,arctibax,dragon,ice,regular,s2c3,upright,gray,423,0.8,30.0
998,9,baxcalibur,dragon,ice,regular,s3c3,upright,gray,600,2.1,210.0
999,9,gimmighoul,ghost,,regular,s1c2,blob,brown,300,0.3,5.0
1000,9,gholdengo,steel,ghost,regular,s2c2,humanoid,yellow,550,1.2,30.0
1001,9,wo_chien,dark,grass,legendary,single,squiggle,brown,570,1.5,74.2
1002,9,chien_pao,dark,ice,legendary,single,quadruped,white,570,1.9,152.2
1003,9,ting_lu,dark,ground,legendary,single,quadruped,brown,570,2.7,699.7
1004,9,chi_yu,dark,fire,legendary,single,fish,red,570,0.4,4.9
1005,9,roaring_moon,dragon,dark,regular,single,quadruped,green,590,2.0,380.0
1006,9,iron_valiant,fairy,fighting,regular,single,humanoid,white,590,1.4,35.0
1007,9,koraidon,fighting,dragon,legendary,single,upright,red,670,2.5,303.0
1008,9,miraidon,electric,dragon,legendary,single,quadruped,blue,670,3.5,240.0
1009,9,walking_wake,water,dragon,legendary,single,upright,blue,590,3.5,280.0
1010,9,iron_leaves,grass,psychic,legendary,single,quadruped,green,590,1.5,125.0
1011,9,dipplin,grass,dragon,regular,s2c3,heads,green,485,0.4,9.7
1012,9,poltchageist,grass,ghost,regular,s1c2,ball,green,308,0.1,1.1
1013,9,sinistcha,grass,ghost,regular,s2c2,ball,green,508,0.2,2.2
1014,9,okidogi,poison,fighting,legendary,single,upright,black,555,1.8,92.2
1015,9,munkidori,poison,psychic,legendary,single,humanoid,black,555,1.0,12.2
1016,9,fezandipiti,poison,fairy,legendary,single,wings,black,555,1.4,30.1
1017,9,ogerpon,grass,,legendary,single,humanoid,green,550,1.2,39.8
1018,9,archaludon,steel,dragon,regular,s2c2,upright,white,600,2.0,60.0
1019,9,hydrapple,grass,dragon,regular,s3c3,heads,green,540,1.8,93.0
1020,9,gouging_fire,fire,dragon,legendary,single,quadruped,brown,590,3.5,590.0
1021,9,raging_bolt,electric,dragon,legendary,single,quadruped,yellow,590,5.2,480.0
1022,9,iron_boulder,rock,psychic,legendary,single,quadruped,gray,590,1.5,162.5
1023,9,iron_crown,steel,psychic,legendary,single,quadruped,blue,590,1.6,156.0
1024,9,terapagos,normal,,legendary,single,quadruped,blue,450,0.2,6.5
1025,9,pecharunt,poison,ghost,legendary,single,ball,purple,600,0.3,0.3
1026,7,rattata_alola,dark,normal,regular,s1c2,quadruped,purple,253,0.3,3.8
1027,7,raticate_alola,dark,normal,regular,s2c2,quadruped,brown,413,0.7,25.5
1028,7,raichu_alola,electric,psychic,regular,s3c3,upright,yellow,485,0.7,21.0
1029,7,sandshrew_alola,ice,steel,regular,s1c2,upright,yellow,300,0.7,40.0
1030,7,sandslash_alola,ice,steel,regular,s2c2,upright,yellow,450,1.2,55.0
1031,7,vulpix_alola,ice,,regular,s1c2,quadruped,brown,299,0.6,9.9
1032,7,ninetales_alola,ice,fairy,regular,s2c2,quadruped,yellow,505,1.1,19.9
1033,7,diglett_alola,ground,steel,regular,s1c2,blob,brown,265,0.2,1.0
1034,7,dugtrio_alola,ground,steel,regular,s2c2,heads,brown,425,0.7,66.6
1035,7,meowth_alola,dark,,regular,s1c2,quadruped,yellow,290,0.4,4.2
1036,7,persian_alola,dark,,regular,s2c2,quadruped,yellow,440,1.1,33.0
1037,7,geodude_alola,rock,electric,regular,s1c3,arms,brown,300,0.4,20.3
1038,7,graveler_alola,rock,electric,regular,s2c3,humanoid,brown,390,1.0,110.0
1039,7,golem_alola,rock,electric,regular,s3c3,humanoid,brown,495,1.7,316.0
1040,7,grimer_alola,poison,dark,regular,s1c2,arms,purple,325,0.7,42.0
1041,7,muk_alola,poison,dark,regular,s2c2,arms,purple,500,1.0,52.0
1042,7,exeggutor_alola,grass,dragon,regular,s2c2,legs,yellow,530,10.9,415.6
1043,7,marowak_alola,fire,ghost,regular,s2c2,upright,brown,425,1.0,34.0
1044,8,meowth_galar,steel,,regular,s1c2,quadruped,yellow,290,0.4,7.5
1045,8,ponyta_galar,psychic,,regular,s1c2,quadruped,yellow,410,0.8,24.0
1046,8,rapidash_galar,psychic,fairy,regular,s2c2,quadruped,yellow,500,1.7,80.0
1047,8,slowpoke_galar,psychic,,regular,s1c2,quadruped,pink,315,1.2,36.0
1048,8,slowbro_galar,poison,psychic,regular,s2c2,upright,pink,490,1.6,70.5
1049,8,slowking_galar,poison,psychic,regular,s2c2,upright,pink,490,1.8,79.5
1050,8,farfetchd_galar,fighting,,regular,s1c2,wings,brown,377,0.8,42.0
1051,8,weezing_galar,poison,fairy,regular,s2c2,heads,purple,490,3.0,16.0
1052,8,mr_mime_galar,ice,psychic,regular,s2c2,humanoid,pink,460,1.4,56.8
1053,8,articuno_galar,psychic,flying,legendary,single,wings,blue,580,1.7,50.9
1054,8,zapdos_galar,fighting,flying,legendary,single,wings,yellow,580,1.6,58.2
1055,8,moltres_galar,dark,flying,legendary,single,wings,yellow,580,2.0,66.0
1056,8,corsola_galar,ghost,,regular,s1c2,armor,pink,410,0.6,0.5
1057,8,zigzagoon_galar,dark,normal,regular,s1c3,quadruped,brown,240,0.4,17.5
1058,8,linoone_galar,dark,normal,regular,s2c3,quadruped,white,420,0.5,32.5
1059,8,darumaka_galar,ice,,regular,s1c2,humanoid,red,315,0.7,40.0
1060,8,darmanitan,ice,fire,regular,s2c2,quadruped,red,540,1.7,120.0
1061,8,yamask_galar,ground,ghost,regular,s1c2,arms,black,303,0.5,1.5
1062,8,stunfisk_galar,ground,steel,regular,single,fish,brown,471,0.7,20.5
1063,9,growlithe_hisui,fire,rock,regular,s1c2,quadruped,brown,350,0.8,22.7
1064,9,arcanine_hisui,fire,rock,regular,s2c2,quadruped,brown,555,2.0,168.0
1065,9,voltorb_hisui,electric,grass,regular,s1c2,ball,red,330,0.5,13.0
1066,9,electrode_hisui,electric,grass,regular,s2c2,ball,red,490,1.2,71.0
1067,9,typhlosion_hisui,fire,ghost,regular,s3c3,quadruped,yellow,534,1.6,69.8
1068,9,qwilfish_hisui,dark,poison,regular,s1c2,fish,gray,440,0.5,3.9
1069,9,sneasel_hisui,fighting,poison,regular,s1c2,upright,black,430,0.9,27.0
1070,9,samurott_hisui,water,dark,regular,s3c3,quadruped,blue,528,1.5,58.2
1071,9,lilligant_hisui,grass,fighting,regular,s2c2,blob,green,480,1.2,19.2
1072,9,zorua_hisui,normal,ghost,regular,s1c2,quadruped,gray,330,0.7,12.5
1073,9,zoroark_hisui,normal,ghost,regular,s2c2,upright,gray,510,1.6,73.0
1074,9,braviary_hisui,psychic,flying,regular,s2c2,wings,red,510,1.7,43.4
1075,9,sliggoo_hisui,steel,dragon,regular,s2c3,squiggle,purple,452,0.7,68.5
1076,9,goodra_hisui,steel,dragon,regular,s3c3,upright,purple,600,1.7,334.1
1077,9,avalugg_hisui,ice,rock,regular,s2c2,quadruped,blue,514,1.4,262.4
1078,9,decidueye_hisui,grass,fighting,regular,s3c3,wings,brown,530,1.6,37.0
1079,9,dialga_hisui,steel,dragon,legendary,single,quadruped,white,680,7.0,848.7
1080,9,palkia_hisui,water,dragon,legendary,single,upright,purple,680,6.3,659.0
1081,9,wooper_paldea,poison,ground,regular,s1c2,legs,blue,210,0.4,11.0
1082,9,tauros_paldea,fighting,,regular,single,quadruped,brown,490,1.4,115.0
